268745.450 ,44898.300 ,4158.950 ,4720.050 ,45220.450 ,1415.600 ,30495.760 ,33.909 ,25.808 ,46238.850 ,3457.333 ,45169.700 ,45203.033 
249781.150 ,58164.350 ,2636.095 ,6044.850 ,42489.850 ,1877.950 ,38797.650 ,999.750 ,807.300 ,41097.850 ,3127.100 ,41187.750 ,40665.700 
291450.450 ,56723.300 ,3284.150 ,4720.050 ,56633.500 ,1877.950 ,32280.150 ,489.550 ,489.850 ,56816.182 ,4349.143 ,56797.750 ,57067.750 
168168.950 ,39096.750 ,1652.200 ,3900.200 ,23875.550 ,1159.400 ,25737.550 ,731.350 ,673.750 ,22985.500 ,1752.800 ,22880.500 ,22915.500 
176287.150 ,40978.600 ,4616.950 ,4456.800 ,21809.050 ,1235.130 ,28947.850 ,731.350 ,2.261 ,20337.000 ,1655.846 ,20417.000 ,20286.214 
191322.950 ,30479.400 ,3434.500 ,2470.750 ,31991.727 ,806.600 ,16402.100 ,164.250 ,50.148 ,31961.077 ,2452.833 ,32063.862 ,32042.654 
180026.550 ,8272.150 ,827.700 ,309.700 ,6953.850 ,161.773 ,2099.150 ,1046.800 ,20.714 ,8126.480 ,582.400 ,7531.850 ,7590.920 
260059.350 ,26451.600 ,4158.950 ,594.850 ,25041.300 ,723.200 ,4136.600 ,11.500 ,2.261 ,25071.741 ,1916.154 ,25055.231 ,24991.172 
188242.550 ,95089.850 ,5468.850 ,12709.600 ,98430.700 ,3417.200 ,64325.200 ,6616.708 ,5027.000 ,91012.050 ,5025.208 ,90434.450 ,89709.450 
249781.150 ,72868.550 ,3908.208 ,8793.900 ,45220.450 ,2491.300 ,48575.250 ,2983.318 ,2478.875 ,42046.500 ,3214.826 ,42068.095 ,42031.952 
268745.450 ,37255.500 ,2555.952 ,3208.300 ,21809.050 ,1093.476 ,22680.909 ,2173.450 ,209.500 ,20337.000 ,1530.577 ,20417.000 ,20286.214 
276667.000 ,56723.300 ,1840.050 ,6307.850 ,56633.500 ,1950.500 ,37481.450 ,15818.700 ,23287.250 ,39964.438 ,3057.531 ,40008.696 ,40665.700 
180026.550 ,8272.150 ,230.300 ,86.727 ,6953.850 ,161.773 ,524.600 ,1980.300 ,72.400 ,5674.619 ,582.400 ,7531.850 ,1927.478 
249781.150 ,70468.550 ,3569.450 ,9671.800 ,38561.900 ,2320.850 ,52997.450 ,2983.318 ,40.600 ,34286.250 ,2678.556 ,35004.269 ,34979.435 
348620.300 ,22584.727 ,2026.900 ,809.150 ,6953.850 ,537.000 ,5758.100 ,11.500 ,10.615 ,5674.619 ,405.350 ,5257.600 ,5146.182 
197921.100 ,59461.900 ,4879.200 ,6598.100 ,41252.545 ,1950.500 ,41077.150 ,312.050 ,310.350 ,41097.850 ,3127.100 ,41187.750 ,40665.700 
201058.000 ,58164.350 ,2206.550 ,7662.364 ,28673.150 ,1950.500 ,44506.150 ,4349.100 ,4022.913 ,25071.741 ,1916.154 ,25055.231 ,24991.172 
197921.100 ,14979.300 ,582.500 ,594.850 ,15933.050 ,433.250 ,4136.600 ,82.750 ,84.150 ,14659.741 ,1150.350 ,14938.550 ,15012.640 
276667.000 ,39096.750 ,1312.350 ,5518.095 ,40046.200 ,1338.000 ,30495.760 ,58.900 ,50.148 ,39964.438 ,3057.531 ,39499.350 ,39982.310 
240122.250 ,14979.300 ,2739.000 ,86.727 ,20926.273 ,283.500 ,524.600 ,12258.900 ,2052.613 ,8126.480 ,721.750 ,9423.250 ,9466.450 
276667.000 ,96983.050 ,2815.476 ,15550.050 ,37402.217 ,3202.850 ,73547.250 ,568.190 ,502.929 ,36492.810 ,2794.826 ,36420.190 ,36354.950 
268745.450 ,50673.800 ,1014.150 ,5299.850 ,36251.542 ,1698.522 ,34702.600 ,414.000 ,431.650 ,36492.810 ,2794.826 ,36420.190 ,36354.950 
249781.150 ,60888.450 ,3150.050 ,8265.050 ,38561.900 ,1950.500 ,47733.250 ,226.600 ,209.500 ,38359.000 ,2931.565 ,37802.350 ,38235.000 
184568.800 ,43002.600 ,3908.208 ,2159.650 ,42489.850 ,1338.000 ,14377.200 ,11.500 ,6.400 ,42046.500 ,3214.826 ,42068.095 ,42031.952 
197921.100 ,56723.300 ,3224.900 ,5518.095 ,36251.542 ,1950.500 ,37481.450 ,849.850 ,50.148 ,35055.550 ,2678.556 ,35004.269 ,34979.435 
184568.800 ,46676.750 ,3284.150 ,4142.100 ,27356.200 ,1510.250 ,28947.850 ,11.500 ,2.261 ,28059.455 ,2145.273 ,28074.261 ,28508.350 
172380.700 ,22584.727 ,1747.955 ,1558.000 ,21809.050 ,627.700 ,10510.250 ,15818.700 ,135.750 ,5674.619 ,721.750 ,2169.700 ,5146.182 
153423.450 ,62610.818 ,4483.200 ,6598.100 ,62486.250 ,2115.800 ,41077.150 ,489.550 ,395.500 ,61445.900 ,4648.100 ,62542.500 ,61962.636 
55355.318 ,71942.700 ,3569.450 ,7962.700 ,65499.150 ,2491.300 ,46465.450 ,58.900 ,61.800 ,64974.150 ,4705.333 ,64699.370 ,65000.000 
276667.000 ,65420.000 ,4238.000 ,7344.700 ,35021.700 ,2031.300 ,43217.400 ,109.200 ,97.950 ,35055.550 ,2678.556 ,35004.269 ,32042.654 
268745.450 ,72868.550 ,3710.250 ,7962.700 ,60981.409 ,2587.100 ,46465.450 ,1553.400 ,1454.400 ,59805.500 ,4577.968 ,59588.250 ,59811.774 
215135.600 ,32333.238 ,3066.650 ,2470.750 ,32871.000 ,895.550 ,16402.100 ,912.750 ,10.615 ,31961.077 ,2452.833 ,32063.862 ,31249.600 
226363.550 ,65420.000 ,2895.696 ,6935.190 ,32871.000 ,2207.200 ,43217.400 ,164.250 ,164.150 ,32895.450 ,2554.200 ,33416.346 ,33516.821 
168168.950 ,69241.850 ,3500.400 ,10400.440 ,65499.150 ,2320.850 ,54298.350 ,82.750 ,72.400 ,66147.300 ,4705.333 ,65676.050 ,31249.600 
184568.800 ,50673.800 ,3710.250 ,4456.800 ,27356.200 ,1597.850 ,28947.850 ,33.909 ,33.100 ,28059.455 ,2145.273 ,28074.261 ,27616.800 
197921.100 ,71942.700 ,3500.400 ,10016.750 ,41252.545 ,2491.300 ,52997.450 ,731.350 ,746.700 ,39964.438 ,3057.531 ,40008.696 ,39982.310 
276667.000 ,73793.550 ,4238.000 ,9671.800 ,71500.600 ,2491.300 ,51699.550 ,2447.273 ,2478.875 ,69918.852 ,4762.650 ,69573.435 ,68268.200 
206229.423 ,44898.300 ,1464.429 ,6598.100 ,45220.450 ,1510.250 ,34702.600 ,134.700 ,135.750 ,44908.200 ,3457.333 ,45169.700 ,45203.033 
153423.450 ,48728.950 ,2636.095 ,4720.050 ,35021.700 ,1597.850 ,32280.150 ,109.200 ,97.950 ,34286.250 ,2678.556 ,35004.269 ,34979.435 
180026.550 ,69241.850 ,2739.000 ,11359.154 ,71500.600 ,2320.850 ,55437.300 ,15818.700 ,209.500 ,55023.941 ,4207.457 ,54986.114 ,55038.971 
